sample,latitude,longitude,dist_coast,dist_ocean,elevation
SU_3,-77.01780833,161.7385694,15714.91176,15714.91176,469.8203125
SU_6,-77.01780833,161.7385694,15714.91176,15714.91176,469.8203125
UVV_3,-77.34212222,161.6870222,40078.0864,40078.0864,359.15625
UVV_5,-77.34212222,161.6870222,40078.0864,40078.0864,359.15625
UVV_6,-77.34212222,161.6870222,40078.0864,40078.0864,359.15625
UW_6,-77.55761389,160.9545806,60506.95101,60506.95101,587.6640625
1,-70.80936111,68.17722222,34647.96067,238706.756,36.2578125
10,-70.83475,68.06480556,37419.32688,243667.7065,133.4453125
100,-68.60134,78.23598,5444.00699,5444.00699,44.3203125
101,-68.60134,78.23598,5444.00699,5444.00699,44.3203125
102,-68.65743333,77.87660833,1583.286109,1583.286109,40.703125
103,-67.78251,62.79129,14693.66842,14693.66842,517.3671875
104,-68.60675,77.94797222,5891.30691,5891.30691,42.59375
105,-68.85427,77.93998,157.8744382,157.8744382,88.0625
106,-73.38772222,62.04244444,152889.9707,574324.3725,1956.625
107,-68.59994,78.28881,5351.594171,5351.594171,52.0703125
108,-68.59519444,77.95883333,7111.502014,7111.502014,33.859375
109,-68.83064,77.70951,9540.642041,9540.642041,38.703125
11,-68.81859,77.70846,9929.975972,9929.975972,48.2578125
110,-66.27819,110.53568,166.8326163,166.8326163,-10.9921875
111,-66.28093,110.51998,206.3499249,206.3499249,14.6796875
112,-67.60029,62.86214,486.4046672,486.4046672,31.8828125
113,-69.3654,76.13505,6100.953745,6100.953745,38.9921875
114,-69.3654,76.13505,6100.953745,6100.953745,38.9921875
115,-68.83048,77.71918,9160.957577,9160.957577,28.296875
12,-69.39658,76.38214,94.6688163,94.6688163,79.203125
121,-73.45122222,62.01372222,154467.0242,579456.5627,2094.6875
123,-73.01216667,66.44508333,14573.72735,444564.6712,509.65625
125,-73.43227778,62.15572222,149768.543,574652.7457,1763.273438
132,-73.42052778,61.87758333,158394.4909,580675.7714,1528.382813
133,-73.32711111,68.38461111,24659.60886,439399.6864,1201.929688
136,-70.53330556,68.01402778,6895.77241,224253.9959,172.3046875
137,-70.53402778,69.00816667,7279.429814,197744.6953,252.109375
138,-70.48722222,72.49277778,824.4473571,93618.06155,159.7734375
139,-71.51130556,67.39413889,13665.28806,304329.8502,715.8203125
14,-70.50944444,72.52658333,1724.350167,95191.21101,272.2578125
140,-70.53052778,67.83322222,10467.9363,226941.8878,139.703125
141,-70.55036111,68.0405,8499.263797,225563.79,182.0078125
142,-70.52155556,68.04230556,5330.558118,222617.5487,175.4140625
143,-70.54905556,67.98361111,8947.098094,226328.9312,223.796875
144,-74.29038889,66.79472222,109084.4553,556642.6715,1227.34375
145,-70.82922222,68.17683333,33837.01792,239728.795,171.4453125
146,-71.40555556,68.00644444,3971.452783,279940.8312,145.625
147,-70.80922222,68.00869444,37384.26136,244241.7429,88.4609375
148,-73.48366667,68.41611111,38711.58211,454378.4634,1542.5625
149,-73.30438889,68.39880556,23287.98169,436960.5178,940.875
150,-73.30852778,68.50216667,26169.42361,435838.9468,1178.320313
151,-73.32833333,68.35427778,24087.22378,439970.9218,1265.1875
152,-70.45283333,64.58805556,111026.8587,298568.2796,2044.054688
154,-73.30033333,68.46580556,24697.6019,435567.9034,1114.382813
155,-73.32466667,68.31644444,22976.70854,440178.2325,544.2109375
156,-73.41294444,68.28497222,30059.6978,449295.3418,659.71875
157,-71.19305556,67.79233333,20130.5498,272299.2103,402.0234375
16,-67.60308,62.86428,191.5752129,191.5752129,30.4375
160,-73.31605556,68.35580556,23144.54477,438745.6937,660.625
161,-70.46741667,64.93436111,98782.54283,289546.9775,2065.5
163,-70.42438889,68.80819444,6903.300104,200160.2094,220.734375
164,-70.54425,68.80011111,10178.4683,205309.4331,32.2578125
165,-71.22233333,67.7265,19444.13627,276070.129,235.015625
166,-73.27755556,68.39655556,21439.24694,434366.4421,1329.34375
167,-73.31933333,68.41122222,24676.14487,438241.7278,1127.53125
168,-70.81216667,68.06780556,37629.06904,242439.2433,183.5546875
17,-68.82537,77.67931,10864.92163,10864.92163,45.3828125
170,-73.30191667,68.44172222,24185.85491,436079.8662,1038.46875
171,-73.29866667,68.24469444,19302.99798,438729.133,536.59375
172,-70.8285,68.21266667,32646.49293,238524.6164,48.671875
173,-70.62827778,67.55577778,25196.62876,241399.538,654.6953125
174,-70.84486111,68.07127778,36583.23088,243969.147,29.484375
175,-73.30561111,68.48725,25594.67531,435770.8165,1150.15625
176,-73.31011111,68.45119444,24982.68577,436744.6147,1144.53125
177,-72.81958333,68.04180556,2445.282079,396520.1345,246.390625
178,-73.31077778,68.50369444,26355.98285,436038.1556,1276.726563
179,-71.48472222,67.75044444,5657.537776,292538.4369,514.640625
18,-70.45661111,72.54041667,2420.652326,89763.8519,139.4375
180,-73.30580556,68.42333333,23991.40367,436734.4253,927.1875
181,-73.63802778,68.47008333,51245.4967,469004.2653,756.3359375
182,-73.07405556,68.06811111,2771.597847,419951.1639,241.25
183,-66.28009,110.5221,151.1462542,151.1462542,2.96875
184,-72.52363889,68.35705556,1549.483294,363423.4138,55.7265625
186,-72.92372222,68.1415,760.7905897,404488.334,348.34375
187,-72.92372222,68.1415,760.7905897,404488.334,348.34375
188,-71.19858333,67.16525,38175.20233,291809.9491,1056.15625
189,-71.19730556,66.39155556,63343.33636,316173.9985,1486.078125
19,-67.60409,62.87266,76.28882213,76.28882213,49.09375
20,-68.82444,77.69951,10092.23003,10092.23003,20.375
21,-73.39647222,65.60961111,42342.83702,494551.9018,807.28125
22,-73.30816667,68.40577778,23727.99432,437227.0229,835.703125
23,-73.30383333,68.46058333,24793.71545,435989.0139,1075.382813
25,-69.70967,73.74583,509.1473965,509.1473965,33.125
26,-73.01986111,66.46980556,13608.87183,444725.517,728.1875
27,-68.85573,77.93426,34.63936941,34.63936941,61.953125
29,-70.505,72.60369444,4266.037576,93433.82473,184.828125
3,-70.53527778,68.24388889,7968.611205,220955.7943,220.421875
30,-70.54897222,67.80544444,12599.11234,229247.6419,755.9140625
31,-73.64388889,68.52966667,53019.01223,468795.6735,856.828125
32,-69.37552,76.38286,2070.022893,2070.022893,19.5625
33,-69.38658,76.32887,2110.97236,2110.97236,69
34,-67.76826,62.81809,13436.36605,13436.36605,504.9765625
35,-70.52297222,67.86791667,8931.951753,225604.2444,165.9765625
36,-70.57547222,67.98147222,11746.6592,229033.1119,402.4609375
38,-73.40972222,62.205,147960.985,571860.0342,2027.414063
39,-69.37974,76.37732,1889.866981,1889.866981,68.8828125
40,-68.85405,77.93672,23.46058888,23.46058888,64.7578125
41,-70.54216667,67.88077778,10120.86524,227307.513,264.9609375
42,-73.30466667,68.44975,24574.42317,436231.0466,1006.554688
43,-70.54383333,67.90611111,9705.666995,227056.8536,234.8046875
44,-68.58156,78.23908,7649.383867,7649.383867,71.0703125
45,-68.85275,77.94259,225.7023033,225.7023033,105.3125
46,-68.479,78.4241,2091.500524,2091.500524,51.4765625
47,-67.60406,62.86996,26.36140085,26.36140085,40.515625
48,-70.52505556,67.79802778,11065.02167,226997.6423,192.9921875
49,-73.31658333,68.42675,24843.15235,437741.7779,1294.265625
50,-73.40025,62.05369444,152642.6063,574916.4061,1991.914063
51,-70.51775,68.00394444,5420.490609,222845.0618,175.9375
52,-73.31452778,68.38944444,23804.52429,438093.8786,823.640625
53,-73.43977778,62.12661111,150776.3387,575891.8873,1850.132813
54,-73.32630556,68.30144444,22801.93791,440563.8944,531.234375
55,-70.53358333,67.91883333,8495.852048,225820.0638,189.046875
56,-73.33025,68.37563889,24708.87138,439840.8115,1282.695313
57,-68.6415,78.29643,762.2908518,762.2908518,44.6171875
58,-73.32772222,68.34438889,23823.74612,440058.6778,1196.164063
59,-70.52669444,67.87233333,9080.132727,225901.6608,182.875
6,-69.40848,76.00594,5620.983978,5620.983978,23.1484375
60,-70.51716667,67.92744444,6870.034509,224032.7531,152.5546875
61,-70.53105556,67.89666667,8791.010816,225932.429,141.9140625
62,-73.30908333,68.49072222,25911.85196,436061.5134,1222.929688
63,-69.40227,76.101,3792.465163,3792.465163,59.5703125
65,-73.42916667,61.94027778,156510.4699,579724.0903,2028.921875
66,-73.31772222,68.38125,23855.34543,438529.0707,838.5859375
67,-68.85427,77.93998,157.8744382,157.8744382,88.0625
68,-67.78417,62.78767,14846.15891,14846.15891,523.5078125
69,-67.76826,62.81809,13436.36605,13436.36605,504.9765625
71,-70.55933333,67.94705556,10521.86953,227950.4571,283.75
72,-73.33025,68.37563889,24708.87138,439840.8115,1282.695313
73,-73.43669444,62.09061111,151869.094,576555.4512,1670.140625
74,-69.43379,75.99059,4671.722133,4671.722133,58.7109375
75,-68.50095278,78.08096667,15914.77943,15914.77943,24.1796875
76,-68.60162,78.34634,4569.019925,4569.019925,80.1328125
77,-73.44338889,62.15313889,149989.7656,575498.959,1848.054688
78,-66.28174,110.53558,541.7429067,541.7429067,12.65625
79,-69.40181,76.08656,4297.681741,4297.681741,43.53125
80,-69.39013,76.35168,1468.554617,1468.554617,21.5703125
81,-73.41802778,61.844,159428.5585,581336.0189,1750.8125
83,-73.31388889,68.37225,23354.92582,438287.6935,732.4296875
84,-70.84477778,68.0425,37467.58649,244904.0207,37.15625
85,-69.3654,76.13505,6100.953745,6100.953745,38.9921875
86,-69.40444,76.11796,3083.520031,3083.520031,89.1953125
87,-68.56638889,78.47586111,1035.688983,1035.688983,68.1875
89,-68.51286111,78.50838889,75.91232135,75.91232135,45.8984375
90,-70.51288889,68.02955556,4559.297363,221944.2927,85.8828125
92,-70.52366667,67.88997222,8368.339516,225304.676,143.3671875
93,-69.40918,76.00242,5687.998459,5687.998459,27.5
94,-73.39297222,62.01080556,153933.893,575471.3656,1814.296875
95,-68.85815,77.94057,272.2908671,272.2908671,91.9765625
96,-69.38673,76.37597,1161.456767,1161.456767,50.375
97,-66.2828,110.5337,624.0914285,624.0914285,14.453125
98,-70.54608333,67.85827778,10996.13611,228072.8147,298.6796875
99,-68.51194444,78.51111111,165.3283499,165.3283499,36.390625
s102,-71.87780556,-68.24791667,102.882973,157352.4099,34.5546875
s103,-71.87780556,-68.24791667,102.882973,157352.4099,34.5546875
s105,-71.87780556,-68.24791667,102.882973,157352.4099,34.5546875
s10,-63.84461667,-60.9479,20.96895657,20.96895657,79.1640625
s13,-63.977,-58.64,1579.474864,1579.474864,55.984375
s18,-62.97613333,-60.55676667,118.6226048,118.6226048,40.5234375
s1,-69.3668,-71.84448333,602.9818788,602.9818788,39.765625
s23,-64.83651667,-63.51581667,172.5756664,172.5756664,33.859375
s30,-67.54298333,-67.19876667,83.64764187,83.64764187,9.0625
s31,-67.56878333,-68.11428333,299.9259923,299.9259923,14.5546875
s58,-64.8943,-63.55296667,85.36635409,85.36635409,23.9296875
s64,-62.46073333,-59.50931667,518.7192107,518.7192107,36.984375
s68,-62.08595,-58.39991667,355.1230688,355.1230688,67.5390625
s70,-62.6528,-61.09241667,1150.033457,1150.033457,90.3046875
s83,-63.84496667,-60.95075,124.1331564,124.1331564,112.109375
s85,-69.36808333,-71.8443,640.9253526,640.9253526,30.5234375
s86,-63.96271667,-59.07131667,17924.48298,17924.48298,1683.460938
s88,-67.59383333,-68.2469,49.07573086,49.07573086,11.3125
SRR14233623,-77.60823333,162.9061667,14912.41188,14912.41188,391.84375
SRR14233628,-77.61084,162.92882,14309.52163,14309.52163,242.7421875
SRR14233629,-77.61041,162.92754,14357.22464,14357.22464,242.7421875
SRR14233634,-77.60776667,162.9107167,14795.8078,14795.8078,303.9375
SRR14233640,-77.6074,162.9135667,14720.80404,14720.80404,303.9375
SRR14233642,-77.60758333,162.9124167,14752.0095,14752.0095,303.9375
SRR14233643,-77.60776667,162.9107167,14795.8078,14795.8078,303.9375
SRR14233645,-77.60776667,162.9107167,14795.8078,14795.8078,303.9375
SRR14233646,-77.60801667,162.9089833,14842.16712,14842.16712,352.421875
SRR14233649,-77.60823333,162.9061667,14912.41188,14912.41188,391.84375
SRR14233656,-77.6082,162.9067833,14897.41387,14897.41387,391.84375
SRR14233667,-77.6074,162.9135667,14720.80404,14720.80404,303.9375
SRR14233673,-77.61202,162.92676,14297.80962,14297.80962,245.6875
SRR14233674,-77.61182,162.92778,14285.39089,14285.39089,245.6875
SRR14233675,-77.61153,162.9288,14277.2725,14277.2725,245.6875
SRR14233676,-77.61126,162.92915,14282.56987,14282.56987,245.6875
SRR14233677,-77.61084,162.92882,14309.52163,14309.52163,242.7421875
SRR14233678,-77.6075,162.9125167,14747.49745,14747.49745,303.9375
SRR14233679,-77.61041,162.92754,14357.22464,14357.22464,242.7421875
SRR14233680,-77.60996,162.92638,14403.40419,14403.40419,245.171875
SRR14233681,-77.6099,162.92497,14436.19754,14436.19754,245.171875
SRR14233682,-77.605239,162.909325,14762.55666,14762.55666,284.421875
SRR14233683,-77.60496,162.908317,14778.85663,14778.85663,304.4921875
SRR14233684,-77.604706,162.907636,14788.32382,14788.32382,304.4921875
SRR14233685,-77.604485,162.907084,14795.68082,14795.68082,304.4921875
SRR14233686,-77.604399,162.906337,14810.81018,14810.81018,304.4921875
SRR14233687,-77.604092,162.905083,14832.36737,14832.36737,352.5859375
SRR14233688,-77.60375,162.903961,14850.16765,14850.16765,353.65625
SRR14233689,-77.60758333,162.9124167,14752.0095,14752.0095,303.9375
SRR14233690,-77.6074,162.9135667,14720.80404,14720.80404,303.9375
SRR14233691,-77.6075,162.9125167,14747.49745,14747.49745,303.9375
SRR14233692,-77.60758333,162.9124167,14752.0095,14752.0095,303.9375
SRR14233693,-77.60776667,162.9107167,14795.8078,14795.8078,303.9375
SRR14233694,-77.60791667,162.90975,14821.94383,14821.94383,303.9375
SRR14233695,-77.60801667,162.9089833,14842.16712,14842.16712,352.421875
SRR14233696,-77.6082,162.9067833,14897.41387,14897.41387,391.84375
SRR14233697,-77.60823333,162.9060833,14914.31901,14914.31901,391.84375
SRR14233698,-77.60823333,162.9061667,14912.41188,14912.41188,391.84375
SRR14233699,-77.6074,162.9135667,14720.80404,14720.80404,303.9375
SRR14233700,-77.60801667,162.9089833,14842.16712,14842.16712,352.421875
SRR14233701,-77.6075,162.9125167,14747.49745,14747.49745,303.9375
SRR14233702,-77.60758333,162.9124167,14752.0095,14752.0095,303.9375
SRR14233703,-77.60758333,162.9124167,14752.0095,14752.0095,303.9375
SRR14233704,-77.60776667,162.9107167,14795.8078,14795.8078,303.9375
SRR14233705,-77.60776667,162.9107167,14795.8078,14795.8078,303.9375
SRR14233706,-77.60791667,162.90975,14821.94383,14821.94383,303.9375
SRR14233708,-77.60823333,162.9061667,14912.41188,14912.41188,391.84375
SRR14233709,-77.6074,162.9135667,14720.80404,14720.80404,303.9375
SRR14233710,-77.60823333,162.9061667,14912.41188,14912.41188,391.84375
SRR14233711,-77.6082,162.9067833,14897.41387,14897.41387,391.84375
SRR14233712,-77.60823333,162.9060833,14914.31901,14914.31901,391.84375
ERX1190674,-71.89,-68.26,2.778169422,156529.0537,14.5859375
ERX1190675,-71.89,-68.26,2.778169422,156529.0537,14.5859375
ERX1190676,-71.89,-68.26,2.778169422,156529.0537,14.5859375
ERX1598809,-71.89,-68.26,2.778169422,156529.0537,14.5859375
ERX1598810,-71.89,-68.26,2.778169422,156529.0537,14.5859375
B10AL,-64.81,-63.7631,450.7163031,450.7163031,25.0234375
B1AL,-64.81,-63.7584,246.1608324,246.1608324,22.171875
B2AL,-64.8096,-63.7595,273.8971146,273.8971146,22.171875
B3AL,-64.8101,-63.7586,259.899723,259.899723,20.3125
B4AL,-64.8096,-63.7598,286.9539371,286.9539371,22.171875
B5AL,-64.8106,-63.7611,393.8751346,393.8751346,20.5546875
B6AL,-64.8096,-63.7603,308.7153829,308.7153829,26.6796875
B7AL,-64.8101,-63.7626,433.9885476,433.9885476,23.6953125
B8AL,-64.8097,-63.7608,335.5111086,335.5111086,26.6796875
B9AL,-64.8101,-63.7667,612.4358097,612.4358097,23.203125
E10AL,-62.6821,-60.86,254.5120586,254.5120586,39.09375
E1AL,-62.6808,-60.8589,356.6189276,356.6189276,40.2578125
E2AL,-62.6817,-60.8612,325.4614111,325.4614111,38.9765625
E3AL,-62.6811,-60.8594,339.3814935,339.3814935,40.2578125
E4AL,-62.6818,-60.8609,307.7240876,307.7240876,38.9765625
E5AL,-62.6811,-60.8597,347.0905296,347.0905296,40.2578125
E6AL,-62.6822,-60.8604,254.7614139,254.7614139,39.09375
E7AL,-62.6819,-60.8597,266.8607833,266.8607833,39.09375
E8AL,-62.6819,-60.8605,287.4172342,287.4172342,39.09375
E9AL,-62.6831,-60.8575,89.98633792,89.98633792,54.359375
N1AL,-62.6695,-60.9105,116.0486982,116.0486982,49.859375
N2AL,-62.6694,-60.9107,112.40428,112.40428,49.859375
N3AL,-62.6697,-60.9111,77.20302642,77.20302642,37.0234375
N4AL,-62.6696,-60.9113,73.5585149,73.5585149,37.0234375
N5AL,-62.6701,-60.9127,18.94127326,18.94127326,32.0625
N6AL,-62.6701,-60.9128,23.55472463,23.55472463,32.0625
P10AL,-62.6453,-60.9785,1654.144483,1654.144483,74.6875
P1AL,-62.6464,-60.9661,1560.475932,1560.475932,102.2890625
P2AL,-62.6463,-60.9662,1573.080944,1573.080944,102.2890625
P3AL,-62.6464,-60.9676,1598.942194,1598.942194,85.3671875
P4AL,-62.6463,-60.9677,1611.547232,1611.547232,75.7421875
P5AL,-62.6465,-60.9691,1627.365826,1627.365826,77.453125
P6AL,-62.6464,-60.9691,1637.406643,1637.406643,77.453125
P7AL,-62.6466,-60.9712,1671.171785,1671.171785,76.7578125
P8AL,-62.6465,-60.9712,1681.212801,1681.212801,76.7578125
P9AL,-62.6457,-60.9785,1612.378402,1612.378402,74.6875
SRS7937789,-73.3508,166.373,17030.23282,27575.74278,599.1015625
SRS7937792,-73.3508,166.379,16871.42676,27531.6465,597.7265625
SRS7937795,-75.4052,162.5338,1049.787514,1942.149071,-20.1953125
SRS7937797,-75.4054,162.5345,1034.577675,1916.621007,-20.1953125
SRS7937801,-75.5355,162.3535,1870.992623,6164.670728,110.9921875
SRS7937802,-75.5357,162.3531,1847.8561,6187.183476,110.9921875
SRS7937804,-75.5355,162.3532,1870.090759,6171.076539,110.9921875
SRS7937806,-73.3109,167.2555,2162.026622,19246.00346,292.9609375
SRS7937807,-75.5355,162.3532,1870.090759,6171.076539,110.9921875
SRS7937808,-74.1945,165.0738,2960.356207,2960.356207,-54.3046875
SRS7937809,-74.4209,164.013,11988.22354,21733.52811,1339.570313
SRS7937810,-74.1945,165.0735,2962.686494,2962.686494,-54.3046875
SRS7937811,-74.1937,165.0756,2860.831826,2860.831826,-54.3046875
SRS7937812,-74.1937,165.0756,2860.831826,2860.831826,-54.3046875
SRS7937813,-74.1944,165.0742,2946.556354,2946.556354,-54.3046875
SRS7937814,-77.3614,163.1613,8905.194293,8905.194293,291.390625
SRS7937816,-74.0411,165.1858,702.0602607,702.0602607,103.765625
SRS7937817,-77.3726,162.5327,23875.6667,23875.6667,851.6875
SRS7937818,-74.4207,164.012,11972.84486,21769.88793,1358.914063
SRS7937819,-74.059,164.2128,17327.41403,19665.39622,1028.460938
SRS7937820,-74.4207,164.012,11972.84486,21769.88793,1358.914063
SRS7937821,-74.4207,164.012,11972.84486,21769.88793,1358.914063
SRS7937822,-74.4209,164.013,11988.22354,21733.52811,1339.570313
SRS7937823,-74.4207,164.012,11972.84486,21769.88793,1358.914063
SRS7937824,-77.3726,162.5327,23875.6667,23875.6667,851.6875
SRS7937825,-73.311,167.2555,2169.398972,19235.15487,292.9609375
SRS7937826,-73.3114,167.2556,2196.857436,19192.42601,332.8828125
SRS7937827,-77.3725,162.5327,23875.91376,23875.91376,851.6875
SRS7937830,-77.4221,161.3414,51751.46879,51751.46879,792.046875
SRS7937831,-77.3146,161.3432,41942.74184,41942.74184,1176.101563
SRS7937836,-77.2228,161.4914,31980.7991,31980.7991,958.6875
SRS7937837,-74.0411,165.1858,702.0602607,702.0602607,103.765625
SRS7937838,-74.0411,165.1858,702.0602607,702.0602607,103.765625
SRS7937840,-74.0412,165.1859,692.4178593,692.4178593,103.765625
SRS7937841,-73.3114,167.2556,2196.857436,19192.42601,332.8828125
SRS7937842,-73.3114,167.2556,2196.857436,19192.42601,332.8828125
SRS7937843,-74.1945,165.0738,2960.356207,2960.356207,-54.3046875
SRS7937845,-74.1945,165.0738,2960.356207,2960.356207,-54.3046875
SRS7937846,-74.1945,165.0738,2960.356207,2960.356207,-54.3046875
SRS7937847,-74.1945,165.0749,2951.812211,2951.812211,-54.3046875
SRS7937848,-74.1945,165.0749,2951.812211,2951.812211,-54.3046875
SRS7937849,-73.311,167.2555,2169.398972,19235.15487,292.9609375
SRS7937850,-74.1944,165.0742,2946.556354,2946.556354,-54.3046875
SRS7937851,-74.1945,165.0749,2951.812211,2951.812211,-54.3046875
SRS7942199,-77.367,163.165,8728.135878,8728.135878,276.625
SRS7942200,-77.367,163.165,8728.135878,8728.135878,276.625
SRR5138461,-62.19,-58.94,571.5346799,571.5346799,56.6484375
SRR5138462,-62.99,-60.68,1090.57335,1090.57335,191.125
SRR2980684,-72.05023,23.28767,137029.5675,194333.6396,1397.367188
SRR2980685,-72.05027,23.28769,137033.129,194337.9985,1418.15625
SRR2980686,-72.08948,23.33523,140107.0583,198526.1996,1430.164063
SRR2980687,-72.06374,23.40092,136530.4749,195484.7298,1367.625
SRR2980688,-72.06623,23.41172,136609.1067,195732.4988,1373.59375
SRR2980689,-72.06614,23.40815,136655.6193,195731.8202,1354.921875
SRR2980690,-71.94606,23.34544,125982.8232,182603.9476,1379.882813
SRR2980691,-72.00204,22.99958,132227.9052,190301.9448,1420.109375
SRR2980692,-71.83301,24.5283,98961.27379,165361.312,1106.148438
SRR2980693,-71.83353,24.52969,99007.5069,165418.3104,1117.125
SRR2980694,-71.82792,24.62062,97769.9075,164769.526,1048.265625
SRR2980695,-71.8664,24.58973,102170.5991,169053.8211,1248.984375
SRR2980696,-72.04942,23.27955,137085.9365,194272.1499,1406.570313
SRR2980697,-71.86701,24.58786,102255.6767,169122.01,1248.984375
SRR2980698,-71.86694,24.58725,102252.8764,169114.3191,1285.976563
SRR2980699,-71.86713,24.58633,102279.5949,169135.6249,1285.976563
SRR2980700,-71.83269,24.52615,98942.49045,165327.0845,1111.492188
SRR2980701,-71.95794,23.32939,127402.5501,183973.0977,1360.101563
SRR2980702,-71.99825,23.51706,128227.2285,187878.6825,1441.507813
SRR2980703,-71.95656,23.32908,127275.8214,183821.3014,1343.804688
SRR2980704,-71.99344,23.49622,128077.4898,187452.9939,1564.289063
SRR2980705,-71.94649,23.34574,126018.7106,182650.6039,1379.882813
SRR2980706,-71.94635,23.34588,126002.844,182634.6363,1379.882813
SRR2980707,-72.09937,23.27033,142115.9697,199832.3792,1416.648438
SRR2980708,-71.94634,23.34601,125999.5996,182633.1036,1379.882813
SRR2980709,-71.94638,23.34602,126003.2535,182637.5024,1379.882813
SRR2980710,-71.94638,23.34602,126003.2535,182637.5024,1379.882813
SRR2980711,-71.94592,23.34512,125975.0545,182589.4854,1379.882813
SRR2980712,-71.95541,23.34674,126856.2731,183635.5734,1344.09375
SRR2980713,-71.95577,23.34604,126903.0451,183677.729,1344.09375
SRR2980714,-71.98425,22.99203,130242.227,188390.098,1432.8125
SRR2980715,-71.98497,22.99049,130320.9808,188477.7766,1451.679688
SRR2980716,-71.98576,22.98755,130406.3716,188581.0158,1434.945313
SRR2980717,-72.01939,23.0785,134259.5664,191800.2737,1441.257813
SRR2980718,-72.0994,23.27023,142120.5256,199836.0444,1416.648438
SRR2980719,-71.94731,23.34717,126072.0973,182736.7827,1380.648438
SRR2980720,-72.02615,23.08335,135018.9492,192521.1325,1419.742188
SRR2980721,-72.01945,23.118,134339.1654,191618.3196,1356.578125
SRR2980722,-72.01945,23.118,134339.1654,191618.3196,1356.578125
SRR2980723,-72.01517,23.17256,133989.0111,190902.4281,1454.117188
SRR2980724,-72.05268,23.2247,138292.2497,194834.2214,1404.757813
SRR2980725,-72.05433,23.21099,138435.7263,195069.9694,1443.453125
SRR2980726,-72.04881,23.25527,137433.9026,194291.5023,1387.585938
SRR2980727,-72.05384,23.26192,137810.0428,194823.8317,1501.578125
SRR2980728,-71.87022,22.74772,117640.3692,177568.6817,1400.960938
SRR2980729,-72.10023,23.25328,142476.1156,199987.2593,1443.851563
SRR2980730,-71.86011,22.78047,116467.0905,176219.6227,1408.101563
SRR2980731,-71.85713,22.79267,116120.2239,175803.6501,1350.976563
SRR2980733,-71.95698,23.3463,127014.6638,183810.9401,1381.46875
SRR2980734,-71.95701,23.34628,127017.8929,183814.3287,1381.46875
SRR2980735,-71.95705,23.34619,127023.3027,183819.0521,1381.46875
SRR2980736,-72.08946,23.33138,140165.9231,198535.7809,1415.609375
SRR2981656,-71.98822,23.49192,127629.9235,186882.5532,1499.921875
AFT10_S1,-68.55162427,78.01818363,11621.27375,11621.27375,19.4296875
AFT1100_S73,-68.55091815,78.01969416,11677.91673,11677.91673,17.890625
AFT1102_S14,-68.5509027,78.01972064,11679.24416,11679.24416,17.890625
AFT12_S37,-68.55161007,78.01821664,11622.37359,11622.37359,19.4296875
AFT1200_S50,-68.5501738,78.02103134,11741.35868,11741.35868,17.734375
AFT1202_S86,-68.5501595,78.02106158,11742.52723,11742.52723,17.734375
AFT20_S13,-68.55163368,78.01821475,11619.87302,11619.87302,19.4296875
AFT2100_S85,-68.55092677,78.01973652,11676.46769,11676.46769,17.890625
AFT2102_S26,-68.55091181,78.0197626,11677.74775,11677.74775,17.890625
AFT22_S49,-68.55161974,78.01824459,11620.98537,11620.98537,19.4296875
AFT2200_S62,-68.55018705,78.02107627,11739.39026,11739.39026,17.734375
AFT2202_S3,-68.55017309,78.02110657,11740.52175,11740.52175,17.734375
AFT30_S25,-68.5516471,78.01825411,11617.93914,11617.93914,19.4296875
AFT3100_S2,-68.550939,78.01977853,11674.63625,11674.63625,17.890625
AFT3102_S38,-68.55092317,78.01980162,11676.04675,11676.04675,17.890625
AFT32_S61,-68.55163244,78.01828692,11619.09101,11619.09101,19.4296875
AFT3200_S74,-68.55019814,78.0211121,11737.76438,11737.76438,17.734375
AFT3202_S15,-68.55018353,78.02113898,11739.00732,11739.00732,17.734375
BPT10_L001,-66.472462,110.549556,2019.71122,2019.71122,25.9921875
BPT1100_L001,-66.472103,110.547549,2086.278022,2086.278022,30.5078125
BPT1102_L001,-66.472083,110.54753,2088.697969,2088.697969,30.5078125
BPT12_L001,-66.472454,110.549517,2021.089907,2021.089907,25.9921875
BPT1200_L001,-66.47172,110.545522,2090.292803,2090.292803,33.8828125
BPT1202_L001,-66.471712,110.545481,2088.301468,2088.301468,33.8828125
BPT20_L001,-66.472446,110.549589,2021.012211,2021.012211,25.9921875
BPT2100_L001,-66.472084,110.547584,2087.799982,2087.799982,30.5078125
BPT2102_L001,-66.472064,110.547559,2090.30761,2090.30761,30.5078125
BPT22_L001,-66.472438,110.549547,2022.428852,2022.428852,25.9921875
BPT2200_L001,-66.471695,110.545533,2088.803471,2088.803471,33.8828125
BPT2202_L001,-66.471688,110.545492,2086.88602,2086.88602,33.8828125
BPT30_L001,-66.472427,110.549601,2022.914143,2022.914143,25.9921875
BPT3100_L001,-66.472067,110.547625,2089.022505,2089.022505,30.5078125
BPT3102_L001,-66.472047,110.547598,2091.558913,2091.558913,30.5078125
BPT32_L001,-66.472417,110.549563,2024.494248,2024.494248,25.9921875
BPT3200_L001,-66.47168,110.545536,2087.788606,2087.788606,33.8828125
BPT3202_L001,-66.471673,110.545495,2085.870744,2085.870744,33.8828125
HVT10_S44_L001,-68.57783479,78.00607381,9077.944785,9077.944785,25.734375
HVT1100_S76_L001,-68.57868126,78.00530884,9007.35023,9007.35023,29.4375
